id,source,name,place_id,address,city,state,phone,website,category,rating,reviews,first_name,last_name,contact_title,email,linkedin,intent,why,signals,created_at,updated_at
2,google_maps,Sage Fire Protection,ChIJM3SoJqi3woAR-poUQAO1Uvw,"12512 Felton Ave, Hawthorne, CA 90250, USA",Hawthorne,CA,(213) 698-4777,https://fireprotectionhawthorne.com/,fire protection,5,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
3,google_maps,West Coat Fire Protection,ChIJq6qqqlqxwoARL5v_ll3oYR4,"El Segundo, CA 90245, USA",El Segundo,CA,(310) 322-3473,http://www.westcoast-fireprotection.com/,fire protection,5,2,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
4,google_maps,Atlas Fire Sprinkler Systems Inglewood,ChIJH9JlEx63woARmTMcraalWeE,"3625 W 120th St apt r2, Inglewood, CA 90303, USA",Inglewood,CA,(310) 997-4891,https://firesprinklersystemsinglewood.com/,fire protection,5,33,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
5,google_maps,Summit Fire Protection,ChIJV8LBSDW1woAR6wjg5SWvP8g,"1533 W 124th St, Los Angeles, CA 90047, USA",Los Angeles,CA,(424) 487-5757,https://fireprotectionlosangeles.net/,fire protection,4.7,32,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
6,google_maps,Affordable Fire Services,ChIJA4qaPui7woARm-T1IFyNus8,"11734 Gateway Blvd, Los Angeles, CA 90064, USA",Los Angeles,CA,(310) 746-3653,http://www.affordablefireservices.com/,fire protection,3.7,6,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
7,google_maps,Leaders LA Fire Sprinklers & Hood Cleaning,ChIJtwn54UW3woAR0VqqpExSASE,"6122 Haas Ave, Los Angeles, CA 90047, USA",Los Angeles,CA,(213) 320-5234,https://lafiresprinklers.com/,fire protection,5,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
8,google_maps,Echo Fire Protection Services,ChIJE6Dk08ilwoAROM7oB4mUw2o,"1427 9th St apt d, Santa Monica, CA 90401, USA",Santa Monica,CA,(626) 331-0819,https://fireprotectionsantamonica.com/,fire protection,5,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
9,google_maps,"American Fire Protection Systems, Inc.",ChIJOdSRbv3OwoAR-KQiuRCNNZ0,"5113 E Washington Blvd, Commerce, CA 90040, USA",Commerce,CA,(888) 570-8828,http://www.americanfireinc.com/,Dc Fire Protection - Fire Sprinkler Systems,5,5,Simon,Farahdel,CEO,simon@americanfireinc.com,http://www.linkedin.com/in/simonfarahdel,BULLSEYE,"CEO of a Southern California fire sprinkler contractor (11–50) with long tenure signal (2005–present) and hiring activity—strong operational scale for BasisBoard value. Age/50+ is not confirmed (tenure suggests experienced but could be younger than target), so slightly below top retirement-aligned leads.","CEO / Primary Decision-Maker: Simon Farahdel is listed as CEO/Owner of American Fire Protection Systems (AFPS), giving him strategic purchasing authority for operational tools and vendor relationships — a direct decision-maker for a bid-management platform. This is a strong signal that outreach to him can target executive-level approval and ROI conversations.

Long Tenure / Established Leader: Public records show long tenure at AFPS (ZoomInfo cites 2005–present, ~21+ years) and UCLA education, indicating institutional knowledge and focus on long-term operational efficiency — useful when framing BasisBoard as a stability- and ROI-driven improvement rather than a risky change.

Small–Mid Company Fit: AFPS is publicly reported as a 11–50 employee, Southern California fire-protection contractor (sprinklers, life-safety, service). That company size and service footprint match BasisBoard’s target ICP and suggests material gains from centralized bid and addenda workflows.

Active Hiring / Growth Signal: Public LinkedIn activity shows AFPS and/or Simon posting hiring announcements (e.g., “WE’RE HIRING!”), signaling expansion and increased bid volume — a prime time to propose tools that reduce missed deadlines and streamline estimator workflows.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:59:02.194228+00:00
10,google_maps,Rivers Fire Protection,ChIJp1Epujq3woARYy6EUgiyE3Q,"4917 Arlington Ave, Los Angeles, CA 90043, USA",Los Angeles,CA,(213) 693-1189,https://fireprotectionlosangelesca.net/,fire protection,4.9,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
11,google_maps,FPLA - Fire Protection Los Angeles,ChIJ4XKGEkOz54kRWRyJ7LdXRDc,"660 N Sweetzer Ave, West Hollywood, CA 90048, USA",West Hollywood,CA,(323) 709-7372,https://fire-protection-los-angeles.com/,Fire Protection and Life Safety,5,15,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:59:02.194228+00:00
12,google_maps,Optimal Fire Sprinkler Protection,ChIJWX1z3z833YARMQbAAtRJBdg,"111 E C St, Wilmington, CA 90744, USA",Wilmington,CA,(424) 587-2819,https://fireprotectionwilmington.com/,fire protection,5,29,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
13,google_maps,KO Fire Protection,ChIJ7_J5v8y-woARFJBrG53qL9Q,"1753 S Garth Ave, Los Angeles, CA 90035, USA",Los Angeles,CA,(310) 943-0917,https://www.kofireinc.com/,fire protection,4.7,14,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
14,google_maps,Sure Fire Protection,ChIJw9sjIzi5woARFbno7bdgGEE,"6402 Maryland Dr, Los Angeles, CA 90048, USA",Los Angeles,CA,(877) 347-3660,https://surefireprevention.com/,fire protection,5,14,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
15,google_maps,proficiency fire protection and plumbing,ChIJTS07_1lK3YARMRy8FNI64-k,"2785 CA-1, Torrance, CA 90505, USA",Torrance,CA,(800) 385-0585,http://www.fireprotectionca.com/contact/,fire protection,4.5,2,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
16,google_maps,Reliable Fire Protection,ChIJNZi_LAvHwoARmIaHiIcOgxo,"526 Main St, Los Angeles, CA 90013, USA",Los Angeles,CA,(310) 620-1975,https://lafiresysteminspections.com/,fire protection,5,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
17,google_maps,Premier Fire Protection,ChIJu9o41krNwoARdmdR2ElUiXc,"7719 Somerset Blvd, Paramount, CA 90723, USA",Paramount,CA,(909) 298-1345,https://fireprotectionparamount.com/,fire protection,4.8,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
18,google_maps,"Pal Fire Protection, Inc.",ChIJa-KElUyUwoAROGiwALn4xKE,"7301 N Clybourn Ave UNIT 7, Sun Valley, CA 91352, USA",Sun Valley,CA,(323) 300-4709,https://palfirepro.com/,fire protection,5,8,Payam,Lavi,President,,http://www.linkedin.com/in/payamlavi,HIGH,"President/CEO/CFO of a Los Angeles-area firm is a strong authority signal, but the company appears more extinguisher/kitchen system sales/maintenance and distribution-heavy (authorized service provider/distributor) than a pure sprinkler subcontractor. Founded 2015 suggests less retirement/tenure alignment, though still a relevant life-safety operator.","Founder & Multi‑Role Executive: Payam Lavi is the founder and currently holds multiple C‑level titles (President, CEO, CFO, Secretary) at Pal Fire Protection, giving him direct decision‑making authority over purchases and vendor selection. This makes him a primary sponsor for operational tools or supplier relationships.

Active Industry Communicator: Lavi has published practical content on fire extinguisher maintenance (Sept 2020) and remains active on LinkedIn, indicating openness to professional outreach and thought‑leadership engagement. Referencing his content or industry posts can personalize outreach and establish credibility.

Broad Service Footprint: Pal Fire Protection sells, installs, and maintains extinguishers, sprinklers, kitchen systems and serves clients across real estate, property management, healthcare, restaurants, studios and more — indicating recurring service contracts and opportunities for software or supply consolidation. Targeting vertical‑specific use cases (e.g., multi‑site property managers, restaurants) will resonate.

Efficiency & Cost Sensitivity: The company emphasizes 'affordable, dependable' service and a policy of 'do the job RIGHT,' suggesting focus on operational efficiency, quality control, and cost management — common pain points for small fire‑protection contractors that bid management and workflow tools address. Outreach that highlights time savings, margin protection, or bid accuracy is likely to resonate.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
19,google_maps,Peak Fire Protection,ChIJVbINilbJwoAR0bdmwUzscIU,"1210 W 84th Pl, Los Angeles, CA 90044, USA",Los Angeles,CA,(213) 214-3581,https://fireprotectionlosangelesca.com/,fire protection,5,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
20,google_maps,Executive Fire Protection,ChIJDe4yijkx3YAR-AxvYwTkh1s,"65 S Pine Ave #176, Long Beach, CA 90802, USA",Long Beach,CA,(562) 429-5211,https://www.executivefireprotection.com/,fire protection,5,2,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
21,google_maps,Inglewood Fire Extinguisher Service,ChIJ8cQf2ui7woAR1liMFReoC-E,"828 Rose Ave, Venice, CA 90291, USA",Venice,CA,(310) 663-6659,http://www.inglewoodfire.com/,fire protection,5,6,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
22,google_maps,Highline Fire Sprinkler Systems,ChIJNyFs4ka1woARTxpD5x-qjo0,"2044 166th St, Torrance, CA 90504, USA",Torrance,CA,(424) 855-1189,https://fireprotectiontorrance.com/,fire protection,4.8,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
23,google_maps,golden state fire protection system,ChIJY3rFox-awoARhRy9r13vqM8,"17216 Saticoy St, Van Nuys, CA 91406, USA",Van Nuys,CA,(818) 266-9099,http://firesystemla.com/,fire protection,4.9,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
24,google_maps,A & A FIRE INC.. DBA A & A FIRE PROTECTION,ChIJh27m-XnGwoARDYH9DqMDICk,"2550 S Soto St, Vernon, CA 90058, USA",Vernon,CA,(323) 343-8726,http://www.aafirepro.com/,fire protection,4.3,9,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
25,google_maps,JK Fire Service Company,ChIJE8wvXO-5woARCf96UjkVr4Q,"244 S Oxford Ave Suite 8, Los Angeles, CA 90004, USA",Los Angeles,CA,(213) 800-4694,,fire protection,5,6,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
26,google_maps,S.O.S Fire Services - Fire Protection Services,ChIJaUH6zuibwoAR87wdIEymIJc,"6154 Aura Ave, Tarzana, CA 91335, USA",Tarzana,CA,(877) 256-0161,http://www.sosfireservices.com/,fire protection,5,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
27,google_maps,Anchor Fire Protection Inc,ChIJRzd4o-2TwoARO_89dZp9pSA,"6470 Foothill Blvd Unit E, Tujunga, CA 91042, USA",Tujunga,CA,(818) 337-3337,https://www.anchorfire.net/,fire protection,5,8,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
28,google_maps,FireProTech,ChIJ010ghwCVwoARgTZDOWUcyV4,"6056 San Fernando Rd, Glendale, CA 91202, USA",Glendale,CA,(818) 699-0196,https://fire-pro.tech/,fire protection,4.8,197,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
29,google_maps,Fire Protection Group Inc.,ChIJM4XVN0i4woARjyk9DtMhGwU,"3712 W Jefferson Blvd, Los Angeles, CA 90016, USA",Los Angeles,CA,(888) 994-2882,http://firesprinkler.com/,fire protection,4.2,10,Devin,Witters,Owner,devin@cfirepro.com,http://www.linkedin.com/in/devin-witters-4042368,GOOD,"Associated with Fire Protection Group, Inc. (11-50 employees, founded 1984) in Ventura/LA area, but the research doesn’t clearly confirm an owner/principal title (specialties listed instead). Without verified ownership and age signals, it’s a medium-confidence fit.","Operations & Estimating Expertise: LinkedIn specialties list Estimating, Sales, Engineering and Project Management, indicating Devin is involved in core operational and bid-related functions — a direct match for solutions that streamline estimating and bid workflows. This makes Devin a relevant outreach target for products that reduce bid turnaround or improve estimating accuracy.

Ventura-Based Decision Maker: Profile lists Ventura, California and shows an active LinkedIn presence (66 connections), suggesting local accessibility and a network for regional sales efforts; local presence can make in-person demos or quick reference checks easier. Targeting local contractors often improves response rates for mid-market sales.

Mid-Sized Contractor Fit: Fire Protection Group, Inc. is listed as an 11-50 employee fire protection contractor with ~$5.3M revenue, the size where process and estimating tools deliver clear ROI; this company profile aligns well with BasisBoard's value proposition for improving bid management and operational efficiency.

Growth Signal: Experienced Hire: The company added David Myers (veteran of LAFD Construction Services) in Sep 2019, signaling investment in compliance and project delivery expertise — a sign the firm is prioritizing growth and capability, which can increase openness to vendor partnerships that support scaling.

Role & Affiliation Unclear: Available snippets show Devin associated with 'Fire Protection' but do not confirm a specific title or link to Fire Protection Group, Inc.; this ambiguity means outreach should verify company affiliation and decision-making authority before pitching. A discovery or qualification step is required to confirm target status.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
29,google_maps,Fire Protection Group Inc.,ChIJM4XVN0i4woARjyk9DtMhGwU,"3712 W Jefferson Blvd, Los Angeles, CA 90016, USA",Los Angeles,CA,(888) 994-2882,http://firesprinkler.com/,fire protection,4.2,10,George,Saadian,President,george@firesprinkler.com,http://www.linkedin.com/in/georgesaadian,BULLSEYE,"President of Fire Protection Group, Inc. in Los Angeles with indications of leadership dating back to 1985—very strong 50+ / long-tenure signal. Great match to principal decision-maker at a long-established CA fire protection firm.","President & Decision-Maker: Listed as President of Fire Protection Group, Inc., George Saadian is likely a primary decision-maker for purchasing and operational changes—making him a direct target for outreach about procurement and workflow tools.

Long‑Tenured Fire Veteran: Holding leadership roles reportedly since the mid-1980s (President/Gen Mgr/Chief Engineer), Saadian brings deep industry knowledge and institutional influence—useful when positioning long-term ROI and regulatory/compliance value.

Public Sprinkler Advocate: He has publicly promoted home fire sprinkler use, indicating a safety-first mindset and willingness to engage in industry advocacy—signals that he may prioritize solutions that improve safety, compliance, and reputation.

Subcontractor Operational Fit: As president of a specialized fire protection contractor based in Los Angeles, his company profile and tenure suggest common subcontractor pain points—bid management, project documentation, deadline tracking—that align directly with BasisBoard’s value proposition.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
30,google_maps,U.S. Fire Protection,ChIJgzPmAhuUwoARaqExtDg_mVY,"11589 Tuxford St UNIT 1, Sun Valley, CA 91352, USA",Sun Valley,CA,(866) 410-9580,https://www.usfireprotectioninc.com/,fire protection,5,11,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
31,google_maps,J & F Fire Extinguisher Co,ChIJ1-beY7LJwoARXRHhh9tgYO8,"6801 Avalon Blvd, Los Angeles, CA 90003, USA",Los Angeles,CA,(323) 751-0616,,fire protection,5,3,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
32,google_maps,Ultimate Fire Protection Services,ChIJKZ21MvEp3YARh0TZBadBAfo,"7161 Katella Ave, Stanton, CA 90680, USA",Stanton,CA,(714) 461-3154,https://fireprotectionorangecounty.com/,fire protection,5,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
33,google_maps,Quality Fire Protection Service,ChIJJdtjawkn3YAR8hPoRvthVLQ,"7872 Aldrich Drive, Huntington Beach, CA 92647, USA",Huntington Beach,CA,(714) 576-7495,https://fireprotectionhuntingtonbeach.com/,"Quality Fire Protection, Inc.",4.9,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:59:02.194228+00:00
34,google_maps,Superior Fire Protection,ChIJCeb9wt8z3YAR1Lnenf5Ly2M,"15853 Eucalyptus Ave, Bellflower, CA 90706, USA",Bellflower,CA,(213) 267-7633,https://fireprotectionbellflower.com/,fire protection,5,30,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
35,google_maps,Redfish Fire Protection Service,ChIJJ5Z6FGPFwoARlG5ujFhKSCc,"1415 S Raymond Ave, Alhambra, CA 91803, USA",Alhambra,CA,(626) 240-1191,https://fireprotectionalhambraca.com/,fire protection,4.9,31,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
36,google_maps,Encore Fire Extinguisher Services,ChIJtbkB4IHIwoARr9RB5i7jRB0,"1320 E 16th St, Los Angeles, CA 90021, USA",Los Angeles,CA,(800) 277-3290,,fire protection,4.7,78,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
37,google_maps,Academy Fire Life Safety,ChIJt2vAgcgz3YARaqhRRC4fxFo,"3760 Kilroy Airport Way Suite 600, Long Beach, CA 90806, USA",Long Beach,CA,(800) 773-4736,https://www.academyfire.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=mybusiness,fire protection,4.3,4,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
38,google_maps,Browning Fire Protection Inc,ChIJVUER7JdK3YARdJXJwJ7Dr-w,"2335 Abalone Ave # 110, Torrance, CA 90501, USA",Torrance,CA,(310) 212-0622,http://www.bfpi.net/,fire protection,4.2,5,Victor,Lalezari,Owner,victor@bfpi.net,http://www.linkedin.com/in/victor-lalezari-57363117,BULLSEYE,"Owner-level executive (Director/CFO/CEO) at an established Torrance, CA fire protection contractor filed in 1995 with 11–50 employees—strong company and persona fit. Age isn’t directly stated, but the long-standing business suggests a mature operator and substantial estimating workflow.","Owner with Full Authority: Victor Lalezari is listed as CEO, CFO, Director and registered agent for Browning Fire Protection, indicating he has primary decision-making authority—useful for targeting product and contract decisions directly to the owner. Outreach to Victor can accelerate procurement or pilot discussions without additional gatekeepers.

High Project Activity: Browning has completed ~78 projects in the last 3 years, signaling significant bidding and project-management volume that likely creates operational friction and opportunity for automation. This volume makes them a compelling candidate for BasisBoard's bid-management efficiency gains.

Commercial Renovation Focus: The company primarily serves commercial renovation and new construction clients with fire sprinkler, alarm and suppression work—an ICP-aligned market where streamlined bid tracking and addenda handling are high-impact. Emphasize features that reduce missed deadlines and simplify bid responses for commercial jobs.

Established & Stable Since 1995: Browning Fire Protection has been an active corporation since 1995, suggesting operational stability and an existing customer base—useful when positioning ROI and long-term process improvements rather than quick, short-term fixes.

Licensed Fire Protection Contractor: The firm holds fire protection and plumbing licenses and other credentials, indicating regulatory-compliance processes and documentation requirements that can complicate bidding and project tracking—areas BasisBoard can simplify via centralized records and checklists.",2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
39,google_maps,Instant Fire Protection,ChIJ45D7X2icwoAReepvmZpeX40,"7811 Alabama Ave Ste 6, Canoga Park, CA 91304, USA",Canoga Park,CA,(818) 346-3030,https://instantfire.com/,fire protection,2,4,,,,,,,,,2026-03-21T22:40:43.68614+00:00,2026-03-21T22:40:43.68614+00:00
